username,bio,commits_before,commits_after,prs_created_before,prs_created_after,prs_reviewed_before,prs_reviewed_after,disabled,blind,visually impaired,deaf,neurodivergent,autistic,adhd,chronic illness,mobility aid,match
j35u54n6u10,"| systems engineering student with adhd, who tries to contribute something to the world and to software development | 21 y/o |",7,4,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
jamiepaul,"ui/ux engineer 🏳️‍🌈 🤖 autistically optimized for clean code, efficiency, and pixel-perfect vibes.",22,64,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
jardfan500,hai im fern!!! creature that likes to play pony town............ mentally ill and disabled always interact with care.,0,12,0,0,0,0,True,False,False,False,False,False,False,False,False,disabled
javidominguez,blind amateur to programming and many other things. interested in accessibility.,3,1,0,0,0,0,False,True,False,False,False,False,False,False,False,blind
jeffmerkey,disabled us army veteran,270,265,0,0,0,0,True,False,False,False,False,False,False,False,False,disabled
jennykitten78,"agnostic, geek, nerd, hopeless romantic, introvert, awkward, infp, highly sensitive person, gamer girl, disabled, lgbtqia+, autistic",1,11,0,0,0,0,True,False,False,False,False,True,False,False,False,disabled
jennysival,android developer @ zup innovation & itaú | pwd - autistic,0,86,0,17,0,0,False,False,False,False,False,True,False,False,False,autistic
jessejanderson,author of extra focus: the quick start guide to adult adhd,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
jfoshee,"into game dev, cyber-security, investing & healthcare. studied computer graphics, physical modeling. worked in oil & gas, medicine. #adhd",77,38,0,2,0,0,False,False,False,False,False,False,True,False,False,adhd
jill-c-davis,"data librarian & analyst who is proud to be black, queer, and autistic 🌈",497,33,25,2,0,0,False,False,False,False,False,True,False,False,False,autistic
jistro,non binary・neurodivergent・cs・blockchain engineer・smart contract developer・co-founder @ evvm・arbitrum ambassador・core team desci mexico & h.e.r. d.a.o. mexico,59,26,0,0,0,0,False,False,False,False,True,False,False,False,False,neurodivergent
johnadan,🚀 multipod. neurodivergent. startups. tech communities. foss. strategic. learner. deliberative. ideation. empathy. intj-t.,0,9,0,0,0,0,False,False,False,False,True,False,False,False,False,neurodivergent
jonwaterschoot,"analogue artistic background, immersed in digital media, healthy obsession for anything new, seeker, dad, music. disabled with chronic pain. o.i.  eclectic.",9,31,0,0,0,0,True,False,False,False,False,False,False,False,False,disabled
jonynavarro,"i worked as a programmer and a developer but i read and learned a programmer is very important, i am deaf and i am a genius ...",1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,deaf
josebohorquez1,"interested in digital accessibility for the visually impaired, general programming, and cyber security.",50,0,5,0,0,0,False,False,True,False,False,False,False,False,False,visually impaired
jpacora,systems engineering fresh grad. adhd.,23,0,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
jyotir07,"adhd programmer;                                semi-prime example of jack of all trades, master of none;",29,69,0,6,0,0,False,False,False,False,False,False,True,False,False,adhd
k8-g,"purple-haired, deaf goth learning to code ^_^",160,0,0,0,0,0,False,False,False,True,False,False,False,False,False,deaf
karburante,autistic snake,2,0,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
kasuken,"☁️ azure & ai expert 🤖 | microsoft mvp & github star | cto | slightly autistic, remarkably genuine, turning code into 🦖 and 🦄",43,96,0,4,0,0,False,False,False,False,False,True,False,False,False,autistic
kljzndx,"no education, no career, (in reality) no friends for the disabled. [my autobiography](https://kljzndx.github.io/my-blog/2021/07/07/autobiography/)",152,385,0,0,0,0,True,False,False,False,False,False,False,False,False,disabled
krystofkrticka,"25 y.o., it nerd and tech enthusiast, adhd & asd (audhd) ♾️🌈🔴🟥",13,18,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
kumohakasemk9,"very mental unstable//adhd but i program and make. languages: english, python, c/x11, java, vhdl and other programming languages. pls support me",11,152,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
lando07,"adhd. burning questions. burning thoughts. if 2 vegans are arguing, is it still called beef?",26,82,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
lavenderdotpet,free palestine|land back|plural adhd autistic|wife of millenia|poly lesbian transfem non binary 🏳️‍⚧️ θδ,40,25,10,6,5,0,False,False,False,False,False,True,True,False,False,autistic
lmorchard,tinkerer; old adhd cat dad; mozillian,30,95,40,0,0,0,False,False,False,False,False,False,True,False,False,adhd
m1maker,"my name is georgiy. i'm blind and i develop software and sdks in c/c++, create software in python and much more.",324,101,0,0,0,0,False,True,False,False,False,False,False,False,False,blind
malciller,"caffeine, adhd, autism.",76,107,15,2,0,0,False,False,False,False,False,False,True,False,False,adhd
manavortex,coder on the autistic spectrum,24,8,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
mar-we-tech,| deaf it-developer | always deaf-accesible projects |,0,61,0,1,0,0,False,False,False,True,False,False,False,False,False,deaf
marcospoulain,"i am a neurodivergent person, creative but easily bored with what i create and always looking for something new. i enjoy technology and i am a fast learner.",0,28,0,1,0,0,False,False,False,False,True,False,False,False,False,neurodivergent
masukomi,"autodidactic, autistic, adhd, adventurer, and geeky programmer.",99,4,0,0,0,0,False,False,False,False,False,True,True,False,False,autistic
mercurialleftovers,"navigating the chaotic knowledge economy with my super power ""adhd"".",10,0,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
miawinter98,she who can do all and nothing.    adhd means i either update nothing for months or release 3 minor versions on a weekend.,41,4,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
mimikun,i'm deaf.,807,940,2,0,0,0,False,False,False,True,False,False,False,False,False,deaf
mouthwashin,"autistic scumbag - public chat is sometimes off, i’m too lazy to turn it off nowadays",0,4,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
mxmason,"accessibility specialist, disabled person, and disability rights advocate.",21,46,1,0,0,0,True,False,False,False,False,False,False,False,False,disabled
myway42,disabled.,1,8,0,0,0,0,True,False,False,False,False,False,False,False,False,disabled
naku0,enthusiastic person |   frontend dev |  functional programming fan |  autistic.,4,57,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
namelf1,blind tech,6,0,0,0,0,0,False,True,False,False,False,False,False,False,False,blind
ndeville,slightly autistic future-oriented hippie geek dressed as a businessman,11,53,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
negitoro001,"bipolar disorder, autism, adhd",8,11,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
nellie-allsop,"graduate of full stack (mern) and next.js bootcamps with tech educators. autistic, queer, career switcher 🌈",23,6,2,0,0,0,False,False,False,False,False,True,False,False,False,autistic
newbierash,just an average programmer with adhd,82,1,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
nihilistzsche,i am a hobby-turned professional-turned disabled programmer from southeastern virginia now living in southern california.,1,31,0,0,0,0,True,False,False,False,False,False,False,False,False,disabled
nikelborm,"sincere, autistic, empathic, depressed, traumatized, socially anxious, 22 y.o. trans girl. competent in backend, dataeng, frontend, devops, and others. i ❤️ oss",96,333,0,1,0,0,False,False,False,False,False,True,False,False,False,autistic
nishj347,"not an adhd programmer,  so takes time:)  started coding in 1st year.    python,c,cpp,html,css (working on these currently)",139,4,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
nptchiko,just an autistic boy.,32,8,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
onsamyj,bilingual disabled socialist who can easily imagine the end of the world or the end of capitalism. feminism is for everyone.,42,0,0,0,0,0,True,False,False,False,False,False,False,False,False,disabled
parsaCr766295,asancraft group dev i'm iranian am، deaf am. job: vr developer and design  for unity  tehr27!  a find to get girlfriend for iran💍❤p,33,12,1,0,0,0,False,False,False,True,False,False,False,False,False,deaf
paulbenediktbecker,"writing scripts that support my daily life. interested in automation, deep learning and adhd.",0,16,0,2,0,0,False,False,False,False,False,False,True,False,False,adhd
pdostal,maintenance & visually impaired trainspotter & traveller,44,88,0,0,0,0,False,False,True,False,False,False,False,False,False,visually impaired
philipzabicki,autistic quant.    i am aware that many of my projects require a detailed description.,3,6,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
phoepsilonix,disabled person unemployed  (gpg signing public key:536487f1470d7187)  please donate to me. https://revolut.me/phoepsilonix  bitcoin  1f9bnxvobfxym4e1pqf6j9fyqy,470,373,0,0,0,0,True,False,False,False,False,False,False,False,False,disabled
pinkycollie,developing deaf first and reclaiming ip ownership with multiple ais & co-pilots on my iphone in my room right in texas,0,10,0,13,0,0,False,False,False,True,False,False,False,False,False,deaf
piplup55,"i'm piplup, i like to compile code,  i find bugs,  i have adhd",6,5,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
pklaschka,"(they/them) autistic. a nerd, and happy about it. formerly: working student / developer advocate, creative cloud platform & ecosystem team @adobe",0,9,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
portseif,"i make fast websites with laravel & wordpress ⚡ tailwind, gsap, alpine 🎨 design-minded dev. adhd-fueled. debugging in real time.",14,17,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
ptyork,"""not that kind of doctor"", but an it & computer science professor with a deep grounding in the real world. ""mostly"" blind.",0,19,0,0,0,0,False,True,False,False,False,False,False,False,False,blind
ranniemp161,just an autistic dude who gets obsessed with programming,17,4,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
rcttavares,i'm deaf; graduated in information systems and frontend developer.,36,24,0,0,0,0,False,False,False,True,False,False,False,False,False,deaf
recepkocur,"im deaf, but noise doesn’t stop me—it helps me focus.i solve every error and set no limits.on my coding journey that began in ’99 every line of code is a melody",0,89,0,0,0,0,False,False,False,True,False,False,False,False,False,deaf
rlemaitre,"scala lover, fp enthusiast, speaker. creator of pillars, making complexity simple. former cto back to what i love: coding. adhd adventurer with endless project",6,60,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
rng22-ugr,distilled adhd gallore,5,0,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
robotortoise,"writer and visual novel developer. 25+, she/her. autistic.",15,3,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
rodneyomondi98,"deaf and proud, i’m a computer enthusiast constantly learning and updating my skills. click the link in my readme.md to read more about my journey!",0,26,0,0,0,0,False,False,False,True,False,False,False,False,False,deaf
s626ch,"autistic computer genius, aloha!! i'm stitch!!",12,60,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
sabbajohn,i'm an adhd with an weird ability to solve problems. a nerd and a cybersecurity enthusiast,0,6,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
sajanthomas01,being a deaf frog,0,2,0,0,0,0,False,False,False,True,False,False,False,False,False,deaf
samtupy,"completely blind c++ programmer, game developer, and sound designer",121,82,0,0,0,0,False,True,False,False,False,False,False,False,False,blind
sdorsher,"computational astrophysicist, 15+ yr in python, c++/c, fortran, matlab, a little java, a tiny bit of hpc. i’m disabled. he/him",10,16,0,0,0,0,True,False,False,False,False,False,False,False,False,disabled
seanbetts,💻 chief ai & innovation officer | 🤖 ai researcher & developer | 🤔 thought leader | 🧠 autistic | 🗣️ neurodiversity speaker,141,321,1,0,0,0,False,False,False,False,False,True,False,False,False,autistic
securedbyjc,cyber grc | risk management | isc2 associate | comptia security + ce | govcon & compliance enthusiast | certified scrum master | certified life coach | disabled,0,57,0,0,0,0,True,False,False,False,False,False,False,False,False,disabled
seppulcro,adhd fueled fiddler of anything which contains bytes || pixels,5,0,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
siko-ctrl,"huge nerd, reverse engineering addict, and unstoppable tinkerer. workaholic with adhd, always chasing the next big puzzle.",12,32,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
skibu,"creator of the transitime system and co-founder of swiftly. previously, cto & general manager of nextbus. currently disabled by long covid.",47,65,0,1,0,0,True,False,False,False,False,False,False,False,False,disabled
slambo311,"nerd with adhd  basically if you combined berdly and kris from deltarune, you'd get me.  most of the time, i don't know what the hell i'm doing.",15,0,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
sorressean,"hi, i'm ty 👋  i'm a blind software developer and accessibility advocate passionate about building accessible, scalable, and user-friendly applications.",19,15,0,0,0,0,False,True,False,False,False,False,False,False,False,blind
sql-sith,"bi-polar and autistic, a crowd-tolerant introvert with lots of curiosity, because jesus.",9,6,10,5,0,0,False,False,False,False,False,True,False,False,False,autistic
stephenpurkiss,"autistic, pda, adhd, drupal, vr, collective intelligence [ieml], f/loss, tech idealist, networker, connector, entrepreneur, mentor",1,0,0,0,0,0,False,False,False,False,False,True,True,False,False,autistic
suspiciouslyBee,adhd-ridden computer science student. vr enthusiast.    profile art by sanctimony,34,163,0,15,0,0,False,False,False,False,False,False,True,False,False,adhd
svby,"inactive due to chronic illness. formerly medicine, cell biology, software engineering.",24,0,0,0,0,0,False,False,False,False,False,False,False,True,False,chronic illness
tatyquebralayout,technology evangelist at expresso-ts | colunista tech @midianinja  | tea/adhd,1,172,0,1,0,0,False,False,False,False,False,False,True,False,False,adhd
teetsyfly,im a disabled  woman who is having to reinvent myself after 20 yrs of beingnout of the web.. now recently single living with my brother trying to find a way to,5,1,0,0,0,0,True,False,False,False,False,False,False,False,False,disabled
teker-nyaa,transfem | autistic | average c dev | θδ,0,7,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
telliestudio,hello! i am a disabled adult who loves art. my mission is to bring my art to others in a way that inspires them to become their own artist. each product on my p,0,60,0,0,0,0,True,False,False,False,False,False,False,False,False,disabled
the-byte-bender,"a blind programmer, and a linguist in the works. living in wasit, iraq. studying at the university of wasit",1,17,0,0,0,0,False,True,False,False,False,False,False,False,False,blind
thomasbuckle-uk,"autistic/adhd scottish developer with a passion for cloud, devops and software engineering.",0,10,0,0,0,0,False,False,False,False,False,True,True,False,False,autistic
threezinedine,"i'm not blind, because i can c",314,208,0,0,0,0,False,True,False,False,False,False,False,False,False,blind
toadragethe5th,high school student armed with an affinity for computing and the adhd to relentlessly pursue it.,17,14,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
tpkreepur,adhd fueled chaos with very little oversight.,12,57,0,5,0,0,False,False,False,False,False,False,True,False,False,adhd
traumverloren,"i 💖 building weird stuff w/ leds, raspberry pi, arduinos ⚡️ i speak at tech confs sometimes. ✨ proudly adhd/neurodivergent",0,36,0,1,0,0,False,False,False,False,True,False,True,False,False,neurodivergent
travis-farmer,"autistic, so yeah, i am nuts ;-)  i code to keep my mind off the less important stuff.",289,4,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
trypsynth,"completely blind low-level programmer and reverse engineer. i like anything that looks like basic or c, although my current favorites are rust and c++.",4,229,0,2,0,0,False,True,False,False,False,False,False,False,False,blind
tsdevau,"quietly navigating life as a proud dad with a 'nerdy' passion for most things tech, driven by autism and adhd.",118,60,1,0,0,0,False,False,False,False,False,False,True,False,False,adhd
tweathers-sec,army sof veteran / physical security practitioner / disabled veteran small business owner / practice director @ optiv,18,4,0,0,0,0,True,False,False,False,False,False,False,False,False,disabled
uzkbwza,"disabled musician, programmer, game developer, etc",43,4,0,0,0,0,True,False,False,False,False,False,False,False,False,disabled
valentinegb,rust programmer • vr player • cat lover • transfemme • autistic,188,235,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
vgoldie33,i'm a neurodivergent artist and graphic designer.,9,2,0,0,0,0,False,False,False,False,True,False,False,False,False,neurodivergent
vlad1k337,an autistic boy from odesa.,30,37,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
vlajna95,"blind developer and linguist/philologist, aspiring polyglot 😀",0,7,0,0,0,0,False,True,False,False,False,False,False,False,False,blind
vonschappler,i am a very shy brazilian autistic virtual-streamer on twitch. i am graduated on physics and i'm specializing in other things related to programming languages.,159,6,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
weorthsige,"gamer, autistic and streamer",1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
wolfhoundjesse,"software engineer, brass-bander, @rockvillebb. adhd avenger. lover of giant hounds. believer in the impossible.",41,37,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
wr2net,"a being from a distant galaxy with playmobil hair and probable autistic spectrum disorder. passionate about technology, trying to reinvent himself every day.",22,35,10,10,0,0,False,False,False,False,False,True,False,False,False,autistic
xingchensong,deaf | asr,41,185,2,67,0,0,False,False,False,True,False,False,False,False,False,deaf
xorydev,autistic schizo teen fueled by spite  this is a mirror account - please check links for account on personal git server,25,0,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
yagfer,⋆⭒˚.⋆ just a silly mexican-salvadorian ! ⋆⭒˚.⋆ autism+adhd+schizophernia+etc. ⋆⭒˚.⋆ formula 1 and nu metal man !!!,0,19,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
yn1046,adhd boss 🤪,1,4,3,0,0,0,False,False,False,False,False,False,True,False,False,adhd
yncat,a blind coder / engineering manager who loves cats,62,35,6,0,0,0,False,True,False,False,False,False,False,False,False,blind
yplassiard,french blind senior software engineer,0,2,0,0,0,0,False,True,False,False,False,False,False,False,False,blind
yyovil,coping adhd by programming,16,103,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
zeankundev,normal autistic guy ig,151,225,0,0,0,0,False,False,False,False,False,True,False,False,False,autistic
zersiax,"i am a fully blind coder, hacker and gamer, working hard to create awareness around accessibility and inclusivity. https://youtube.com/@blindlycoding https://li",2,1,0,0,0,0,False,True,False,False,False,False,False,False,False,blind
ztuesdays,":: he / she > any  :  hypersexual + adhd  always c + h , mostly offtab , w2i - discord : ztuesdays. ( any dms / reqs   welcome !! )",2,0,0,0,0,0,False,False,False,False,False,False,True,False,False,adhd
